Oceans,Regions,Latitude,Longitude,Date,Concentration
Southern,North Pacific,-25.538117749431507,25.40161862672327,2013-08-27 21:35:12.456228112,2.502368005964523
Arctic,North Atlantic,51.64078707970044,54.648037217184154,2013-08-30 10:57:41.330665328,5.796735905886148
Arctic,South Pacific,40.78673283836539,-66.18794728749468,2013-09-02 00:20:10.205102544,11.903354274179529
Atlantic,South Atlantic,32.97533762879196,-122.8872903955936,2013-09-04 13:42:39.079539760,39.906930176428595
Atlantic,North Indian,-40.022340192229315,41.866096583082424,2013-09-07 03:05:07.953976976,3.8773954499845864
Pacific,South Indian,-54.471797642517956,-28.89108902944588,2013-09-09 16:27:36.828414192,38.81082324063316
Pacific,Antarctic,42.83937865215461,-11.550372499604089,2013-09-12 05:50:05.702851424,6.110945794983447
Arctic,North Indian,-13.421076242454289,-149.09678005659038,2013-09-14 19:12:34.577288640,4.7341182664129935
Arctic,North Atlantic,53.24795952108017,169.22323332725907,2013-09-17 08:35:03.451725856,16.049234028670114
Southern,South Indian,17.320907922808548,-54.46806870989333,2013-09-19 21:57:32.326163072,30.672233368848406
Southern,South Atlantic,-12.18003922576612,96.4172543293025,2013-09-22 11:20:01.200600288,12.898669252106776
Atlantic,North Pacific,-24.931664570665813,-17.894332754517293,2013-09-25 00:42:30.075037504,1.7951583618306486
Indian,North Indian,-52.533424754657304,-16.232347847576605,2013-09-27 14:04:58.949474736,10.309189523921091
Southern,North Atlantic,36.33456574745444,-39.350195974798,2013-09-30 03:27:27.823911952,65.01798917305372
Arctic,South Atlantic,57.70713425142436,0.19813791852055773,2013-10-02 16:49:56.698349168,0.7575007273568487
Pacific,Arctic,30.961826247489444,-146.1730336522622,2013-10-05 06:12:25.572786384,10.734028241619315
Atlantic,Arctic,59.16141665713729,-72.31309357275202,2013-10-07 19:34:54.447223600,5.559094246200706
Pacific,South Atlantic,33.337339422650025,-68.03627814386637,2013-10-10 08:57:23.321660816,2.8984065699349784
Southern,South Atlantic,33.98758150709354,-62.005787327865065,2013-10-12 22:19:52.196098048,20.767435421640915
Indian,South Atlantic,-39.500472630490854,5.882334781797569,2013-10-15 11:42:21.070535264,1.299794889995546
Pacific,South Indian,-3.7564775214753365,-11.489738332447189,2013-10-18 01:04:49.944972480,5.205894037137566
Indian,South Atlantic,-52.90984411223041,123.1956288756936,2013-10-20 14:27:18.819409696,20.108197205678408
Indian,North Indian,-7.477386627834241,-174.1789656163729,2013-10-23 03:49:47.693846912,17.935887268768262
Atlantic,North Atlantic,51.66797316663425,-5.888351830151758,2013-10-25 17:12:16.568284128,13.416145543950327
Pacific,South Indian,-16.7004715131176,23.476255184605726,2013-10-28 06:34:45.442721360,8.782646206669407
Indian,South Atlantic,28.058875733217743,132.04335138186707,2013-10-30 19:57:14.317158576,6.527370768245773
Atlantic,South Pacific,56.98045717079971,12.429431683565547,2013-11-02 09:19:43.191595792,4.617247837487796
Indian,Antarctic,43.9077007675479,-69.70282670293574,2013-11-04 22:42:12.066033008,2.7973744928379647
Atlantic,South Pacific,-57.44780471960507,84.0810070567824,2013-11-07 12:04:40.940470224,16.664147692224912
Arctic,North Atlantic,-32.6743415767572,95.09242565498612,2013-11-10 01:27:09.814907440,9.124484879167222
Atlantic,Arctic,22.860810548528914,137.27696020738261,2013-11-12 14:49:38.689344656,17.165921314339066
Atlantic,North Pacific,42.16642066719629,-65.270375902193,2013-11-15 04:12:07.563781888,3.3828471458872684
Arctic,North Pacific,56.984337674249765,-77.34274937637576,2013-11-17 17:34:36.438219104,3.3099295760429706
Atlantic,Antarctic,-19.581436247916823,1.3437883109643112,2013-11-20 06:57:05.312656320,12.14138305888894
Pacific,Arctic,-29.76681316717017,-4.167143231230106,2013-11-22 20:19:34.187093536,0.7576942424697534
Pacific,South Indian,58.95997948624478,92.3738162450868,2013-11-25 09:42:03.061530752,0.5892977126696013
Indian,South Indian,-31.856226255404742,-85.11373766930365,2013-11-27 23:04:31.935967968,20.351346037017407
Indian,South Indian,33.18883687540734,137.32803535664016,2013-11-30 12:27:00.810405200,3.6430167394626207
Indian,North Pacific,-9.604212927356121,-26.725818625090135,2013-12-03 01:49:29.684842416,8.962400236720393
Pacific,South Pacific,12.49596219091412,-80.1447072000115,2013-12-05 15:11:58.559279632,10.80110769023339
Pacific,North Pacific,1.198828816801294,-40.166200357971476,2013-12-08 04:34:27.433716848,20.80370016811048
Pacific,North Indian,56.41761564950739,131.8441042292121,2013-12-10 17:56:56.308154064,4.758986121469628
Atlantic,South Atlantic,-24.899350459548184,-167.40630420909739,2013-12-13 07:19:25.182591280,5.026345494582237
Atlantic,South Indian,24.401555268936182,-150.58657454319766,2013-12-15 20:41:54.057028512,3.9932103196599575
Atlantic,South Pacific,53.40608107304914,5.161786260183199,2013-12-18 10:04:22.931465728,13.750860276818132
Atlantic,North Atlantic,-5.445000452768639,-145.2324309459609,2013-12-20 23:26:51.805902944,14.37505590071001
Southern,Antarctic,34.73704741163622,-111.48971057012574,2013-12-23 12:49:20.680340160,26.528958848517753
Pacific,North Atlantic,48.598833964647575,-77.99598498796139,2013-12-26 02:11:49.554777376,2.124419156504004
Atlantic,South Atlantic,34.22636648521048,-35.16974824357633,2013-12-28 15:34:18.429214592,68.9762660473493
Indian,South Pacific,28.1855818291526,95.03893775503549,2013-12-31 04:56:47.303651824,5.406238547714518
Atlantic,North Pacific,-15.098433931732508,-32.02531899313988,2014-01-02 18:19:16.178089040,7.040243035589043
Indian,North Pacific,59.21592672008189,-37.94221740195341,2014-01-05 07:41:45.052526256,8.700908201903086
Arctic,North Indian,36.62917529164386,141.20793458373095,2014-01-07 21:04:13.926963472,2.9719319122145302
Southern,North Indian,34.05291995039638,-34.702649968420005,2014-01-10 10:26:42.801400688,4.89581454920816
Pacific,North Pacific,25.153210532661696,-19.49413168846163,2014-01-12 23:49:11.675837904,31.8361191561903
Southern,North Atlantic,-18.23682745619137,-142.91309000080582,2014-01-15 13:11:40.550275136,32.33629483705945
Atlantic,Antarctic,25.37407563939405,147.76482455559946,2014-01-18 02:34:09.424712352,9.071249974297434
Pacific,South Indian,-40.41423403300309,137.93964407122235,2014-01-20 15:56:38.299149568,20.984562560859956
Atlantic,North Atlantic,38.60968189003808,-111.18872050589877,2014-01-23 05:19:07.173586784,11.1433825239209
Southern,Antarctic,59.781686440025524,50.26202367554231,2014-01-25 18:41:36.048024000,6.978607660706666
Atlantic,North Indian,37.47826509463186,-125.35209403192864,2014-01-28 08:04:04.922461216,3.4772472347138303
Pacific,South Atlantic,54.26682226010795,1.9639894543545016,2014-01-30 21:26:33.796898448,3.1222217330426254
Indian,Antarctic,-42.194533904791676,-4.2331934039649965,2014-02-02 10:49:02.671335664,3.4636086722139705
Pacific,North Pacific,-41.68493432584817,135.7298176541894,2014-02-05 00:11:31.545772880,37.14603997294524
Pacific,North Indian,36.35554281542418,135.40486044476876,2014-02-07 13:34:00.420210096,17.694211768304115
Pacific,North Indian,-3.2401069137755756,-146.72840383685568,2014-02-10 02:56:29.294647312,31.217504242982404
Pacific,South Indian,41.204102928939264,-159.70385113540112,2014-02-12 16:18:58.169084528,11.019640848964356
Pacific,North Pacific,19.691814936756337,-117.91831191369536,2014-02-15 05:41:27.043521744,3.0633332421729227
Pacific,South Indian,37.254061681658996,-138.3225114914041,2014-02-17 19:03:55.917958976,13.50852916366658
Indian,North Pacific,-20.212304231897136,-101.59231855808824,2014-02-20 08:26:24.792396192,26.304534046900883
Pacific,South Indian,36.050516618236514,139.92363733487483,2014-02-22 21:48:53.666833408,14.00972111634691
Pacific,Antarctic,63.61338660130562,-149.95009996509427,2014-02-25 11:11:22.541270624,1.9802229533746971
Arctic,North Atlantic,49.571841195272405,21.17476818390984,2014-02-28 00:33:51.415707840,1.6917393319246163
Atlantic,South Atlantic,-37.16998053694837,-46.11744016517663,2014-03-02 13:56:20.290145056,13.962779284576772
Indian,South Atlantic,53.764976385453515,3.9536235034398453,2014-03-05 03:18:49.164582288,5.405841889268167
Pacific,North Pacific,27.07833404611752,60.25024709705089,2014-03-07 16:41:18.039019504,10.098520636157977
Pacific,South Pacific,-12.764859649570223,82.87029581815978,2014-03-10 06:03:46.913456720,3.5840942431010667
Pacific,Arctic,-24.039103977818854,170.88837136288677,2014-03-12 19:26:15.787893936,8.387475838626154
Pacific,North Indian,46.65758176519052,-11.054153508541631,2014-03-15 08:48:44.662331152,2.4589052569567227
Pacific,North Indian,41.53073620387473,-126.69695535249697,2014-03-17 22:11:13.536768368,9.46047316358752
Pacific,North Pacific,30.24094377373951,-39.37624720493361,2014-03-20 11:33:42.411205600,15.30752022062204
Pacific,Antarctic,-42.29736149299574,-89.86570174548804,2014-03-23 00:56:11.285642816,16.17949676005515
Pacific,South Indian,43.871348275806625,-166.94823764105016,2014-03-25 14:18:40.160080032,2.000333015440557
Atlantic,South Pacific,35.67099471585883,-119.75422016547573,2014-03-28 03:41:09.034517248,11.810063442389136
Pacific,North Atlantic,33.61567296498169,-107.49221470939811,2014-03-30 17:03:37.908954464,4.105848397066308
Atlantic,South Indian,-52.453976187594506,70.65485110819192,2014-04-02 06:26:06.783391680,34.021456369193544
Atlantic,South Indian,37.24188438487892,130.62026866437793,2014-04-04 19:48:35.657828912,19.22264721799772
Indian,North Pacific,-46.92386464243889,-37.22179487364994,2014-04-07 09:11:04.532266128,7.582599227462114
Pacific,North Pacific,69.45992822311548,-115.701152643485,2014-04-09 22:33:33.406703344,65.49849482987946
Indian,Antarctic,30.60269512734854,-38.670875095373354,2014-04-12 11:56:02.281140560,3.5690695236831
Indian,North Indian,-24.30149921095807,86.43618884672385,2014-04-15 01:18:31.155577776,6.979747699270659
Pacific,North Pacific,-13.45718734689434,86.54541960460045,2014-04-17 14:41:00.030014992,12.696502392066224
Arctic,North Pacific,-20.92315403848061,56.383901810326485,2014-04-20 04:03:28.904452224,56.513923888005216
Southern,North Pacific,-16.235544592531074,77.15699112226815,2014-04-22 17:25:57.778889440,31.932055935811977
Pacific,Antarctic,66.25267266819456,103.06687863097956,2014-04-25 06:48:26.653326656,16.473288223025715
Pacific,North Indian,51.7734113790913,0.27363747630460356,2014-04-27 20:10:55.527763872,3.072748340831617
Arctic,North Atlantic,47.45714380433951,2.9524253620413448,2014-04-30 09:33:24.402201088,3.068263183471931
Indian,North Atlantic,-22.1104057044734,-137.7821629605922,2014-05-02 22:55:53.276638304,14.811235255775973
Pacific,Arctic,50.63480200955292,155.37891436773262,2014-05-05 12:18:22.151075536,2.111774317769486
Pacific,Arctic,47.718797374341875,-26.817936177712095,2014-05-08 01:40:51.025512752,10.179393582331242
Atlantic,North Pacific,31.694314439045137,-141.60456944524614,2014-05-10 15:03:19.899949968,16.514316965211197
Atlantic,Arctic,26.619692006677994,16.74493513243327,2014-05-13 04:25:48.774387184,1.6858816825314196
Indian,North Indian,-14.429548565862273,90.03837903000097,2014-05-15 17:48:17.648824400,14.123766251446977
Atlantic,Antarctic,28.560311525196713,-38.13123934990739,2014-05-18 07:10:46.523261616,18.09946320296579
Atlantic,North Atlantic,20.467407710925684,-121.7653938900731,2014-05-20 20:33:15.397698832,5.138282545787746
Indian,South Indian,-21.032660182749694,101.6379962829647,2014-05-23 09:55:44.272136064,6.317584053224035
Pacific,North Atlantic,42.22024185233637,140.43797043937346,2014-05-25 23:18:13.146573280,1.2365987121879911
Pacific,North Atlantic,-44.84920070017776,125.83575343948395,2014-05-28 12:40:42.021010496,6.6216435000447404
Indian,North Indian,-9.616376021021825,40.7060315577774,2014-05-31 02:03:10.895447712,1.6070032600742856
Arctic,Arctic,-32.25000290193405,-26.499637883006955,2014-06-02 15:25:39.769884928,3.7063405093769117
Atlantic,South Indian,-4.286701085259352,-50.987652360336604,2014-06-05 04:48:08.644322144,4.941916116032234
Atlantic,North Indian,44.09006411917505,-17.24320592484687,2014-06-07 18:10:37.518759376,2.326005485408812
Pacific,North Pacific,9.383685975770481,-58.147016267528045,2014-06-10 07:33:06.393196592,2.123388801909583
Atlantic,Antarctic,-52.640053492485954,-118.84216494210304,2014-06-12 20:55:35.267633808,2.2302659124248785
Atlantic,South Atlantic,-15.309543155301457,95.18962462163242,2014-06-15 10:18:04.142071024,25.045950185441693
Pacific,North Atlantic,-26.794484814790515,-11.921980186392373,2014-06-17 23:40:33.016508240,6.889183542131117
Pacific,South Atlantic,-48.902058687546514,-20.022349571616648,2014-06-20 13:03:01.890945456,26.215159672758453
Atlantic,Antarctic,-24.747708598465206,4.083820150446399,2014-06-23 02:25:30.765382688,4.929038359378429
Pacific,Antarctic,-1.183515634718505,171.555518284043,2014-06-25 15:47:59.639819904,5.035998594433732
Pacific,North Indian,13.808959312540399,169.5618661102711,2014-06-28 05:10:28.514257120,4.837752490669754
Pacific,North Indian,62.92193468976884,-139.10314698936733,2014-06-30 18:32:57.388694336,0.37458673045283203
Pacific,North Indian,44.216548141530545,-80.47770645801381,2014-07-03 07:55:26.263131552,12.262544269058589
Pacific,South Atlantic,-47.87618437649187,151.51901681887026,2014-07-05 21:17:55.137568768,6.639737337431885
Arctic,North Indian,-59.2032758492215,-12.911332608456467,2014-07-08 10:40:24.012006000,7.778815277120798
Atlantic,Antarctic,36.27245097076785,-38.69509830907671,2014-07-11 00:02:52.886443216,0.9129442847797296
Indian,North Pacific,42.65690016146536,112.31566885653042,2014-07-13 13:25:21.760880432,7.18050430126828
Indian,North Indian,35.31987154718079,-128.27083109486912,2014-07-16 02:47:50.635317648,4.765718043059261
Atlantic,South Pacific,43.83493965690018,-65.10030388334269,2014-07-18 16:10:19.509754864,8.378109653072363
Pacific,Arctic,-24.1022658805848,-91.25412321250258,2014-07-21 05:32:48.384192080,6.8487871698532405
Atlantic,South Atlantic,12.794657333166152,47.30028538121226,2014-07-23 18:55:17.258629312,4.547627229442561
Atlantic,South Pacific,-32.93347294380936,-6.00933775699103,2014-07-26 08:17:46.133066528,12.976156099705026
Indian,North Indian,-47.14737600071809,-164.74970449699848,2014-07-28 21:40:15.007503744,20.587753404912938
Atlantic,Antarctic,9.853527229600102,-20.108087200756934,2014-07-31 11:02:43.881940960,4.914564344851443
Pacific,North Pacific,23.345530456757317,163.28600058065715,2014-08-03 00:25:12.756378176,1.7361049539918623
Pacific,North Atlantic,-4.619894634686771,52.09806161330747,2014-08-05 13:47:41.630815392,1.8542152500710745
Atlantic,South Indian,7.3809649763278955,153.94978770845302,2014-08-08 03:10:10.505252608,11.277675348736157
Indian,Arctic,69.84982753400206,28.51921268192082,2014-08-10 16:32:39.379689824,26.999360373767267
Atlantic,South Indian,48.88792635811245,3.712902327376765,2014-08-13 05:55:08.254127040,1.204905897504594
Atlantic,North Indian,-38.445189316062,-124.56432350011555,2014-08-15 19:17:37.128564256,2.6701564294014175
Southern,Arctic,47.872215584952656,2.0160300896154277,2014-08-18 08:40:06.003001504,5.298893316152513
Indian,Arctic,52.109449988155625,-114.81735631825282,2014-08-20 22:02:34.877438720,0.9605689641551531
Pacific,North Pacific,46.2058985617339,55.281861196269425,2014-08-23 11:25:03.751875936,6.708243734739581
Pacific,Arctic,62.78342437988167,-81.74817808821476,2014-08-26 00:47:32.626313152,10.624055304448502
Pacific,South Atlantic,-30.465137086311906,-178.52347784513987,2014-08-28 14:10:01.500750368,11.938856394198645
Pacific,South Pacific,42.70251260285549,-62.42953916164635,2014-08-31 03:32:30.375187584,4.954094903070972
Pacific,South Pacific,52.12513531610187,111.5273985745553,2014-09-02 16:54:59.249624800,5.173420097651711
Pacific,South Pacific,27.746298613486243,-56.01364801380427,2014-09-05 06:17:28.124062016,2.6610811103604415
Pacific,South Atlantic,46.65935701073837,8.357205085062077,2014-09-07 19:39:56.998499232,1.2569998173233288
Pacific,South Indian,-57.63405302036315,108.78411582880997,2014-09-10 09:02:25.872936448,6.125690148991334
Arctic,North Pacific,33.10225232616162,-134.4453889508056,2014-09-12 22:24:54.747373664,11.115545574578364
Pacific,Arctic,-13.452718871019432,98.77311154368668,2014-09-15 11:47:23.621810880,7.508370754859695
Atlantic,South Atlantic,-12.96604161780267,-118.53018208038303,2014-09-18 01:09:52.496248128,22.399304169795982
Atlantic,South Pacific,-8.747971270722722,152.95767957636923,2014-09-20 14:32:21.370685344,10.437313073499215
Southern,North Indian,-56.46737528179021,-85.24029496783152,2014-09-23 03:54:50.245122560,14.289211748388873
Pacific,North Atlantic,28.128422960014678,-52.78699456496963,2014-09-25 17:17:19.119559776,8.738192556584126
Atlantic,Arctic,1.4289825904171016,-57.30596320679384,2014-09-28 06:39:47.993996992,47.42548394154084
Southern,South Atlantic,30.568924356963173,14.111760717828567,2014-09-30 20:02:16.868434208,4.5275239485404555
Arctic,Antarctic,35.89093947123215,133.3738662939596,2014-10-03 09:24:45.742871424,14.567181508669556
Arctic,South Atlantic,35.940325076426625,-75.02853375577111,2014-10-05 22:47:14.617308640,9.466917456333116
Pacific,North Pacific,-25.676477559401185,51.40176810693886,2014-10-08 12:09:43.491745856,15.456316439294154
Pacific,North Pacific,-21.114902890445496,93.03290125471506,2014-10-11 01:32:12.366183072,10.31406034870256
Indian,South Atlantic,9.811181138732195,146.8665786675782,2014-10-13 14:54:41.240620288,7.082364591214179
Southern,South Pacific,31.592531993006872,-24.7046140914414,2014-10-16 04:17:10.115057504,10.785733392266671
Atlantic,North Atlantic,-31.48215154151489,84.31860223039278,2014-10-18 17:39:38.989494752,12.223407346661311
Atlantic,Arctic,-5.503999054804519,-72.97178427876983,2014-10-21 07:02:07.863931968,13.924157453119511
Pacific,North Pacific,34.67400557825088,-144.1544147523121,2014-10-23 20:24:36.738369184,31.92171281768582
Indian,Arctic,-8.73526137964408,175.13534445468824,2014-10-26 09:47:05.612806400,8.968207709939326
Pacific,South Pacific,48.352167026120284,13.575118556645121,2014-10-28 23:09:34.487243616,2.4660690819253164
Pacific,Arctic,69.47883662299367,2.9366303616531253,2014-10-31 12:32:03.361680832,8.711036809473836
Atlantic,North Indian,32.36173111910831,-142.3820314786658,2014-11-03 01:54:32.236118048,4.735470018204767
Atlantic,North Pacific,-29.87891443713841,15.073179499134781,2014-11-05 15:17:01.110555264,4.607487160825921
Pacific,South Pacific,-48.88647714429572,-102.01822712060891,2014-11-08 04:39:29.984992480,5.357942456860857
Pacific,South Pacific,22.10195310745448,-151.66478982867653,2014-11-10 18:01:58.859429696,2.99597852733884
Indian,North Atlantic,33.65389670518369,-121.37996716345947,2014-11-13 07:24:27.733866912,0.6707171644263845
Pacific,North Atlantic,67.64931198518384,102.209943484513,2014-11-15 20:46:56.608304128,32.304380441060864
Atlantic,North Indian,-15.381110736780116,77.51911594472385,2014-11-18 10:09:25.482741344,4.533406841464217
Pacific,South Pacific,-20.435076116590686,85.33501734940562,2014-11-20 23:31:54.357178592,1.330473555216349
Atlantic,South Indian,40.98656706145133,-62.447102374949964,2014-11-23 12:54:23.231615808,8.835759561819042
Atlantic,South Pacific,8.80185740473149,-176.4104502396158,2014-11-26 02:16:52.106053024,13.675975999587164
Pacific,North Atlantic,43.18400161597944,-7.910978781084671,2014-11-28 15:39:20.980490240,6.1838171949856955
Pacific,South Indian,2.878457948522646,82.38029296402924,2014-12-01 05:01:49.854927456,2.036816817547907
Pacific,North Pacific,30.468668260479454,-128.3945888142623,2014-12-03 18:24:18.729364672,1.7938891212584578
Pacific,North Pacific,-17.38000522207836,90.74194452623642,2014-12-06 07:46:47.603801888,72.35691093480175
Southern,Arctic,30.934212476224545,148.65021452202637,2014-12-08 21:09:16.478239104,1.8033218255210508
Pacific,South Atlantic,18.160687534657665,-128.3685830855196,2014-12-11 10:31:45.352676320,1.4491817867168268
Arctic,North Atlantic,42.72155607102345,108.77197611689446,2014-12-13 23:54:14.227113536,5.426193755350545
Pacific,South Atlantic,-57.12327232519439,23.344236798174563,2014-12-16 13:16:43.101550752,16.807884997879977
Indian,South Indian,47.095367844445626,49.735823575259076,2014-12-19 02:39:11.975987968,38.80299134578876
Indian,North Atlantic,30.700872646060525,-129.60329217867834,2014-12-21 16:01:40.850425216,5.969729204844207
Atlantic,North Indian,29.48097310782226,-120.43540783043875,2014-12-24 05:24:09.724862432,5.887878603880308
Atlantic,South Pacific,-16.111324763760727,90.59748674109508,2014-12-26 18:46:38.599299648,2.046301498346932
Atlantic,North Indian,39.5189988618163,135.68460960297605,2014-12-29 08:09:07.473736864,21.938684255484766
Pacific,South Indian,29.70111444803834,-40.62744176227719,2014-12-31 21:31:36.348174080,6.891430201238397
Southern,North Atlantic,28.599550027101202,-57.9497220921925,2015-01-03 10:54:05.222611296,7.120304342149599
Arctic,Antarctic,-1.840623057051236,57.286768544337846,2015-01-06 00:16:34.097048512,11.398012473494774
Southern,South Indian,26.736480474323265,-41.2317150450916,2015-01-08 13:39:02.971485728,9.992511780075445
Pacific,Antarctic,24.74510510478939,-166.08039773486777,2015-01-11 03:01:31.845922944,6.421928959893209
Indian,South Pacific,37.49355454924905,-140.66462752771108,2015-01-13 16:24:00.720360160,27.68745945624281
Southern,North Pacific,13.507654943494549,-22.93583065427006,2015-01-16 05:46:29.594797376,1.4863342510633788
Pacific,North Pacific,5.221387942925379,144.42808390365659,2015-01-18 19:08:58.469234592,9.127518422302673
Pacific,South Indian,-28.059631331067873,-6.490968824182361,2015-01-21 08:31:27.343671840,11.102488600527154
Indian,South Atlantic,-30.1220313946645,-7.672752906987177,2015-01-23 21:53:56.218109056,4.892027117869632
Atlantic,North Atlantic,53.51071669462261,-168.4215090082619,2015-01-26 11:16:25.092546272,13.687044075540232
Arctic,North Atlantic,-59.66102975895762,46.166196253403655,2015-01-29 00:38:53.966983488,14.340514281913292
Pacific,North Pacific,9.836722330218981,102.9120684141186,2015-01-31 14:01:22.841420704,22.416882661623273
Indian,Arctic,35.88056558804762,-129.68694531650044,2015-02-03 03:23:51.715857920,6.609052650013507
Pacific,North Indian,26.941360531716064,-38.15747436102126,2015-02-05 16:46:20.590295136,5.9467877548925
Pacific,Arctic,53.9683374320824,72.28063423700526,2015-02-08 06:08:49.464732352,12.669461375660076
Pacific,South Pacific,35.379499705861384,-48.244715638989454,2015-02-10 19:31:18.339169568,6.064892189162644
Arctic,North Indian,34.119983635543136,18.356128018640398,2015-02-13 08:53:47.213606784,1.6139039338481151
Indian,North Indian,-11.784259409004743,82.96801241197342,2015-02-15 22:16:16.088044000,17.50389403073496
Atlantic,South Indian,29.294082754523984,-14.654317975356882,2015-02-18 11:38:44.962481216,1.180236472821377
Atlantic,North Pacific,30.22858973127439,96.37561856070342,2015-02-21 01:01:13.836918432,11.041676971474542
Arctic,Arctic,22.84637531600138,103.57267777162122,2015-02-23 14:23:42.711355680,93.54975736357443
Atlantic,Arctic,-33.27567570470714,-154.28218211682182,2015-02-26 03:46:11.585792896,12.59392750382424
Arctic,North Pacific,1.989564509009767,-67.59557265005856,2015-02-28 17:08:40.460230112,3.690987061782506
Atlantic,Arctic,42.497794541246016,-66.9244605009461,2015-03-03 06:31:09.334667328,4.705047302931739
Atlantic,Antarctic,31.794240363394593,-34.87929979650612,2015-03-05 19:53:38.209104544,10.704067036574637
Atlantic,North Pacific,-33.4958154591921,145.0177242216558,2015-03-08 09:16:07.083541760,7.232814489432316
Pacific,South Indian,31.863267632583117,-64.92288240143155,2015-03-10 22:38:35.957978976,15.740744304463783
Indian,South Atlantic,-3.371155327474431,-43.85814679694475,2015-03-13 12:01:04.832416192,31.50302744960161
Atlantic,North Indian,-30.47357247305747,139.79078907757392,2015-03-16 01:23:33.706853408,27.50621804831129
Pacific,South Indian,41.00067855566253,-119.65879194750677,2015-03-18 14:46:02.581290624,2.3260819704246942
Arctic,North Atlantic,-51.47318759359717,73.82877414616502,2015-03-21 04:08:31.455727840,7.508222626052541
Atlantic,South Pacific,8.351309886377136,-74.86359908475056,2015-03-23 17:31:00.330165056,12.095114816692632
Atlantic,South Atlantic,51.87751796619141,6.09191791151489,2015-03-26 06:53:29.204602304,33.681314077569176
Southern,North Atlantic,8.886892854650982,123.63855971930649,2015-03-28 20:15:58.079039520,10.58221189796839
Indian,North Indian,32.35704351870357,-73.38193867083264,2015-03-31 09:38:26.953476736,3.729595240712128
Pacific,Arctic,-23.42509221467532,104.34491462085997,2015-04-02 23:00:55.827913952,11.416306578055915
Southern,North Pacific,33.84546331477875,-38.16057377263372,2015-04-05 12:23:24.702351168,45.57163123735391
Indian,North Indian,43.817764167719076,-115.31871546771906,2015-04-08 01:45:53.576788384,5.740799739015856
Pacific,South Indian,-38.235016792987345,-84.40718197904565,2015-04-10 15:08:22.451225600,3.664396834805127
Pacific,South Pacific,32.59235593972181,-44.681776273557425,2015-04-13 04:30:51.325662816,7.152975540760453
Indian,South Indian,47.06680415397701,-4.135146727905891,2015-04-15 17:53:20.200100032,3.854050354024514
Indian,South Atlantic,12.058377496138373,60.06106107406551,2015-04-18 07:15:49.074537248,16.89450480373903
Atlantic,South Atlantic,36.31415036613334,-112.57890318460089,2015-04-20 20:38:17.948974464,3.882220554865498
Arctic,South Pacific,34.97054209455528,-163.31282300365936,2015-04-23 10:00:46.823411680,26.91094189215493
Indian,Antarctic,-26.545541535360808,-82.85995681520605,2015-04-25 23:23:15.697848928,12.12520439364573
Pacific,North Atlantic,-28.361937257171117,-133.49378958885018,2015-04-28 12:45:44.572286144,14.835126249645977
Pacific,North Atlantic,48.04751950248047,-78.46475227571841,2015-05-01 02:08:13.446723360,14.721921724776177
Pacific,South Atlantic,-49.18169864379084,149.49067825107304,2015-05-03 15:30:42.321160576,17.320133891747698
Indian,South Atlantic,44.0150550556785,2.412577088683714,2015-05-06 04:53:11.195597792,5.422880388317019
Pacific,Arctic,37.44658030902175,-67.0262046065269,2015-05-08 18:15:40.070035008,2.778562363441697
Atlantic,North Pacific,34.557144663656054,-133.79806406508752,2015-05-11 07:38:08.944472224,4.589822017123104
Indian,Arctic,-42.932706759256895,158.60935322470723,2015-05-13 21:00:37.818909440,18.659469632935757
Arctic,Arctic,-16.307790445433756,85.53415790081773,2015-05-16 10:23:06.693346656,1.2630367695964344
Pacific,Antarctic,-8.046997275788353,-111.99101168386966,2015-05-18 23:45:35.567783872,1.0003994988315585
Arctic,North Atlantic,-51.696148097954506,-51.68957214319648,2015-05-21 13:08:04.442221088,9.249470207389413
Pacific,Antarctic,12.295020393337703,-34.32404955432005,2015-05-24 02:30:33.316658304,17.188525001610707
Arctic,Antarctic,63.923131243708454,126.16305040216454,2015-05-26 15:53:02.191095520,19.687632816496393
Pacific,South Pacific,-37.5461970203181,6.321842205433022,2015-05-29 05:15:31.065532768,2.8553754406182
Atlantic,North Atlantic,-47.04409276956333,178.26185605465355,2015-05-31 18:37:59.939969984,2.271494699393138
Indian,North Pacific,22.972628101608553,138.87420988054294,2015-06-03 08:00:28.814407200,3.7205792749152073
Pacific,South Indian,-13.338481167103724,-34.102954716214796,2015-06-05 21:22:57.688844416,4.98882950495739
Pacific,South Atlantic,-39.24642718402621,-169.70585819060076,2015-06-08 10:45:26.563281632,5.284083341049086
Indian,South Atlantic,38.02312354027473,-41.03019403827396,2015-06-11 00:07:55.437718848,8.340957564044086
Indian,North Pacific,-57.603552738903545,-126.73629404137056,2015-06-13 13:30:24.312156064,30.133126675577714
Indian,Antarctic,29.99864738611606,-142.7598641324503,2015-06-16 02:52:53.186593280,6.953701408434262
Indian,Arctic,68.72147759320269,179.934018970564,2015-06-18 16:15:22.061030496,18.871442983999547
Atlantic,South Pacific,-11.292524320542313,-89.13254937468989,2015-06-21 05:37:50.935467712,14.220160000378494
Pacific,Antarctic,39.08284511985517,-143.8199327747288,2015-06-23 19:00:19.809904928,3.6318886975922977
Pacific,South Atlantic,4.641912424643225,-165.44202076344192,2015-06-26 08:22:48.684342144,14.056636582127105
Pacific,North Indian,69.77941024541458,-114.66463505086848,2015-06-28 21:45:17.558779392,13.12331428968115
