Oceans,Regions,Latitude,Longitude,Date,Concentration,is_hotspot,year,month,day,day_of_year,week_of_year,quarter,season,month_sin,month_cos,day_sin,day_cos,days_since_start,years_since_start,lat_rad,lon_rad,x,y,z,lat_bin,lon_bin,spatial_grid,distance_from_equator,distance_from_prime_meridian,northern_hemisphere,eastern_hemisphere,coastal_proxy,Oceans_encoded,Oceans_Pacific,Oceans_Atlantic,Oceans_Indian,Oceans_Arctic,Oceans_Southern,Regions_encoded,Regions_North Pacific,Regions_South Atlantic,Regions_North Atlantic,Regions_North Indian,Regions_Antarctic,is_pacific,is_atlantic,is_indian,is_arctic,is_southern,ocean_basin,water_body_type,distance_to_pacific_gyre,distance_to_atlantic_gyre,distance_to_great_barrier_reef,distance_to_mediterranean_center,distance_to_north_pole,distance_to_equator_center,nearest_neighbor_distance,distance_to_centroid,lat_month_interaction,lon_season_interaction,gyre_distance_season,lat_lon_product,coord_magnitude,spatial_Latitude_count,spatial_Latitude_mean,spatial_Latitude_std,spatial_Longitude_mean,spatial_Longitude_std,spatial_year_min,spatial_year_max,spatial_year_nunique,monthly_Latitude_count,monthly_Latitude_mean,monthly_Longitude_mean
Atlantic,Antarctic,-20.300655115040257,84.72780938672264,2012-01-25 09:31:57.958979488,9.186070900405786,0,2012,1,25,25,4,1,winter,0.49999999999999994,0.8660254037844387,0.4171936026123168,0.9088176373395029,754,2.0643394934976045,-0.3543132720692807,1.4787792418004675,549.0508977013216,5949.986258600916,-2210.395356987895,6,14,134,20.300655115040257,84.72780938672264,0,1,6640.291609412145,0,0,1,0,0,0,4,0,0,0,0,1,0,1,0,0,0,Indian_Basin,Tropical,15360.911123525688,14400.619822797667,6506.93849109249,9631.645377988074,12264.873254363674,9457.81059066772,65.03779985381158,10518.966472236245,-20.300655115040257,84.72780938672264,15360.911123525688,-1720.0300370127268,87.125876073487,27,-17.95238977394247,1.8961259883214387,84.0909254220177,4.491519041024451,2011,2022,11,171,9.855214768686333,-2.1158080836277118
Indian,South Pacific,52.09374110019862,-6.768777610716492,2012-01-27 22:54:26.833416704,12.28748216873086,0,2012,1,27,27,4,1,winter,0.49999999999999994,0.8660254037844387,0.4482293417404106,0.893918596519257,756,2.0698151950718686,0.9092073018799592,-0.11813745564227779,3886.878001384037,-461.33407362660967,5026.827157846977,17,9,349,52.09374110019862,6.768777610716492,1,0,476.7628004460438,2,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,Atlantic_Basin,Temperate,9319.066029683394,3659.020853928079,15586.198118146784,2477.0421733812245,4214.983677733066,5827.064532020883,76.76828046463548,4613.110984149111,52.09374110019862,-6.768777610716492,9319.066029683394,-352.61094841748593,52.531649623420925,12,54.09054658138084,1.8376742379557205,-7.811039750031067,5.364615060311788,2010,2023,9,171,9.855214768686333,-2.1158080836277118
Pacific,South Indian,33.63019797240354,145.5913099562881,2012-01-30 12:16:55.707853920,22.019677411027857,1,2012,1,30,30,5,1,winter,0.49999999999999994,0.8660254037844387,0.4937755501599772,0.869589389346611,759,2.078028747433265,0.5869576827159629,2.5410477210288285,-4376.510349140446,2997.6342685791215,3528.453904432745,14,18,298,33.63019797240354,145.5913099562881,1,1,585.760858554356,3,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,Indian_Basin,Temperate,6664.474468618261,12915.358834881885,5742.960627672785,10727.45543957162,6268.036001426887,14832.131363036504,35.080833470591664,14266.610294334465,33.63019797240354,145.5913099562881,6664.474468618261,4896.264576891535,149.42496361201165,32,34.22106010408147,2.0501151986908837,149.64235924532412,4.695183813523835,2010,2023,14,171,9.855214768686333,-2.1158080836277118
Indian,North Atlantic,59.278214539945246,-17.955261851314035,2012-02-02 01:39:24.582291144,11.409599818467976,0,2012,2,2,33,5,1,winter,0.8660254037844386,0.5000000000000001,0.5380051715382996,0.8429415373547828,762,2.086242299794661,1.0346000184256203,-0.31337843736316245,3096.237138163697,-1003.3562433193499,5476.881670553779,18,9,369,59.278214539945246,17.955261851314035,1,0,1423.585733210865,2,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,Atlantic_Basin,Temperate,8258.861123498435,3654.908900606881,15266.561940354668,3509.2875673927365,3416.106680620659,6774.294948359164,314.7395653085613,5499.3081075920045,118.55642907989049,-17.955261851314035,8258.861123498435,-1064.3558641430877,61.93785714079095,9,59.24257365442237,1.402175398791821,-5.248824717931049,5.257718901377832,2010,2023,7,154,15.455591133940944,-3.862383259669742
Pacific,South Atlantic,-11.666683703862384,77.70363132487964,2012-02-04 15:01:53.456728360,2.4772503893438187,0,2012,2,4,35,5,1,winter,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542,764,2.0917180013689256,-0.2036220434211657,1.3561842073749533,1328.7908900109462,6096.241592937762,-1288.3300086389313,7,14,154,11.666683703862384,77.70363132487964,0,1,7772.241972497263,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Indian_Basin,Tropical,15417.280189025681,13309.637459114132,7442.844907947514,8433.984739442143,11304.819436646534,8668.924957925878,237.83799525211208,9602.325177246654,-23.33336740772477,77.70363132487964,15417.280189025681,-906.5436893089039,78.57458768405205,11,-11.996968583644247,1.6572268167996973,83.07274372014082,3.0707141007708643,2011,2022,8,154,15.455591133940944,-3.862383259669742
Pacific,South Atlantic,28.38757838138567,-110.2183168566226,2012-02-07 04:24:22.331165576,3.809820813634368,0,2012,2,7,38,6,1,winter,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,767,2.099931553730322,0.4954567094231425,-1.923672525154431,-1937.0426574249477,-5259.538559206194,3028.986775728699,13,3,263,28.38757838138567,110.2183168566226,1,0,982.160995041357,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Atlantic_Basin,Temperate,2900.1618919570046,6704.2544873150955,12163.801336580447,10844.547670624679,6850.988702275445,11975.744012415375,123.00927593588926,10778.213211889333,56.77515676277134,-110.2183168566226,2900.1618919570046,-3128.831108831775,113.8153415716272,26,28.2926107231626,1.8041520040971224,-116.83067849477149,4.603560892508173,2010,2023,13,154,15.455591133940944,-3.862383259669742
Atlantic,South Indian,68.6859810911837,-33.52353745511848,2012-02-09 17:46:51.205602800,8.554487111674982,0,2012,2,9,40,6,1,winter,0.8660254037844386,0.5000000000000001,0.6354323008901774,0.7721565844991642,769,2.105407255304586,1.1987965200037232,-0.5850961055074583,1930.525742087575,-1278.9279349697897,5935.238385801461,19,8,388,68.6859810911837,33.52353745511848,1,0,2606.1368968579577,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,Atlantic_Basin,Polar,7034.506539668226,4322.119688724887,14378.944012028653,4677.823708615527,2370.010769066566,8046.182376618979,311.898136441731,6751.132617758308,137.3719621823674,-33.52353745511848,7034.506539668226,-2302.5970597518567,76.43030525886428,2,67.38890922465279,1.834336625020588,-28.471573254231792,7.144556289517308,2012,2016,2,154,15.455591133940944,-3.862383259669742
Atlantic,South Pacific,-9.700725943799748,83.25643470720038,2012-02-12 07:09:20.080040016,3.7029923208417057,0,2012,2,12,43,6,1,winter,0.8660254037844386,0.5000000000000001,0.6744436188329455,0.7383263540031065,772,2.113620807665982,-0.16930960755294,1.4530989091123279,737.4230864552927,6236.456638008893,-1073.5254043559326,7,14,154,9.700725943799748,83.25643470720038,0,1,7377.35372421211,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,Indian_Basin,Tropical,14812.517081570488,13735.939254856918,6913.409672343845,8748.25689935928,11086.214907730067,9268.463721357037,157.78306900242612,10155.920265681378,-19.401451887599496,83.25643470720038,14812.517081570488,-807.6478561524085,83.81967551828765,11,-11.996968583644247,1.6572268167996973,83.07274372014082,3.0707141007708643,2011,2022,8,154,15.455591133940944,-3.862383259669742
Indian,Antarctic,36.96821511547166,-83.2619939669104,2012-02-14 20:31:48.954477232,1.688045141704239,0,2012,2,14,45,7,1,winter,0.8660254037844386,0.5000000000000001,0.6994583270516471,0.7146733860429609,774,2.1190965092402463,0.6452170723505162,-1.453195936498241,597.2345589261788,-5055.075019923968,3831.340290885808,14,5,285,36.96821511547166,83.2619939669104,1,0,902.5320726845827,2,0,0,1,0,0,4,0,0,0,0,1,0,0,1,0,0,Atlantic_Basin,Temperate,5032.664308158445,4051.0056546869705,14698.924415097088,8327.916707274604,5896.865430065148,9409.430643305774,103.93985244807727,8148.367165346456,73.93643023094332,-83.2619939669104,5032.664308158445,-3078.047303911847,91.0999921414355,10,35.07250762226183,1.6896579070110929,-78.95485180501495,5.989311196041729,2012,2023,7,154,15.455591133940944,-3.862383259669742
Indian,North Indian,54.55565414223332,-28.37110326285931,2012-02-17 09:54:17.828914456,3.2989866853052408,0,2012,2,17,48,7,1,winter,0.8660254037844386,0.5000000000000001,0.7354170229639855,0.6776147890466889,777,2.127310061601643,0.9521757903612543,-0.49516916436020125,3250.8518809312554,-1755.6107593001984,5190.321176003957,17,8,348,54.55565414223332,28.37110326285931,1,0,1920.31007817125,2,0,0,1,0,0,7,0,0,0,1,0,0,0,1,0,0,Atlantic_Basin,Temperate,8118.469207232977,2884.4439382176884,15931.07998267232,3883.532470951495,3941.2314376187346,6595.972152782596,523.7072152652826,5259.494433538542,109.11130828446665,-28.37110326285931,8118.469207232977,-1547.80409724214,61.491779119153854,4,53.961501927002445,2.414042090103833,-22.203029793471813,4.930979113470709,2012,2020,3,154,15.455591133940944,-3.862383259669742
Southern,South Atlantic,39.740454331987166,-110.3244583280273,2012-02-19 23:16:46.703351672,3.3169213542620968,0,2012,2,19,50,7,1,winter,0.8660254037844386,0.5000000000000001,0.7583058084785625,0.6518989958787126,779,2.132785763175907,0.6936017743316197,-1.9255250433033548,-1701.5885550960613,-4593.96376731635,4073.049753409681,15,3,303,39.740454331987166,110.3244583280273,1,0,947.0264190874607,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Atlantic_Basin,Temperate,2662.0937382250554,6343.956847628049,12340.329648754074,9905.092984292196,5588.606493743538,11730.040388128918,146.1479439152121,10426.012820246086,79.48090866397433,-110.3244583280273,2662.0937382250554,-4384.34409788619,117.26376173347583,25,40.00883150864256,1.9682364843602755,-117.31596471476702,4.328183116232657,2010,2023,12,154,15.455591133940944,-3.862383259669742
Atlantic,Antarctic,33.08598783796816,-124.97839857648408,2012-02-22 12:39:15.577788888,2.6929290888339508,0,2012,2,22,53,8,1,winter,0.8660254037844386,0.5000000000000001,0.7909456567567772,0.6118864012687243,782,2.1409993155373033,0.5774594240473445,-2.1812845490294412,-3060.0773988653814,-4373.752115317714,3477.9102557005567,14,3,283,33.08598783796816,124.97839857648408,1,0,636.2494582785102,0,0,1,0,0,0,4,0,0,0,0,1,0,1,0,0,0,Atlantic_Basin,Temperate,1398.9451375387073,7821.2923460564725,10910.030627484335,11278.812793186951,6328.549407404655,13199.491632162008,144.93790928554625,11914.569018931385,66.17197567593632,-124.97839857648408,1398.9451375387073,-4135.0337753102895,129.28372945563063,40,33.86665913139119,1.9352540574975083,-118.76315658081111,5.015255194900284,2010,2023,14,154,15.455591133940944,-3.862383259669742
Pacific,South Pacific,28.92928063955268,-48.14402685801999,2012-02-25 02:01:44.452226112,92.45777564651569,1,2012,2,25,56,8,1,winter,0.8660254037844386,0.5000000000000001,0.8214765533024142,0.5702422926917871,785,2.1492128678986995,0.5049111973936452,-0.8402717838410294,3720.650953139251,-4153.149053724992,3081.842050210748,13,7,267,28.92928063955268,48.14402685801999,1,0,2684.2650200829457,3,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,Atlantic_Basin,Temperate,8369.826176209057,797.204188937824,18053.099850452676,5874.304445557515,6790.754159415372,6034.300545572532,49.830232664660784,4796.082217430511,57.85856127910536,-48.14402685801999,8369.826176209057,-1392.7720640938219,56.16716656933789,38,28.508093609775468,1.7146849950482184,-43.19832194685246,4.713034697636529,2010,2023,13,154,15.455591133940944,-3.862383259669742
Indian,South Indian,-26.614247467758915,-19.345589348436487,2012-02-27 15:24:13.326663328,10.12791457586954,0,2012,2,27,58,9,1,winter,0.8660254037844386,0.5000000000000001,0.8406184056344782,0.5416278206559814,787,2.1546885694729636,-0.46450624625295645,-0.33764422986896125,5374.340648212899,-1886.869373698875,-2854.0896208009603,5,8,108,26.614247467758915,19.345589348436487,0,0,8891.934152239699,2,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,Atlantic_Basin,Temperate,14352.591665211841,6667.962899507885,14839.829417476552,7838.8013219718905,12966.91269288787,3611.798968225193,236.89543081915102,4372.802468622048,-53.22849493551783,-19.345589348436487,14352.591665211841,514.8683023289296,32.90243145291015,3,-25.491840050622585,1.0336149592683983,-19.83522064779574,1.528061843543664,2011,2022,3,154,15.455591133940944,-3.862383259669742
Pacific,North Pacific,16.618928444255243,66.32233591968918,2012-03-01 04:46:42.201100544,8.2943029716971,0,2012,3,1,61,9,1,spring,1.0,6.123233995736766e-17,0.8674563547295968,0.49751328890718066,790,2.16290212183436,0.29005501950559287,1.1575431294122778,2451.6601540699094,5590.95862639435,1822.1375159116,11,13,233,16.618928444255243,66.32233591968918,1,1,6931.082952910895,3,1,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,Indian_Basin,Tropical,13638.028069020584,10583.112885865261,9629.875755164383,5477.895354436547,8159.602868740154,7490.947278370926,188.04123739771128,7836.769944510504,49.856785332765725,66.32233591968918,13638.028069020584,1102.2061549051737,68.37280910185986,6,13.841498816501863,2.472715060303356,62.302430230537794,5.313713775804734,2011,2015,3,170,9.257574351214949,-3.831436848278352
Atlantic,North Indian,36.44589175318897,-127.43821399499606,2012-03-03 18:09:11.075537768,18.532128325092756,1,2012,3,3,63,9,1,spring,1.0,6.123233995736766e-17,0.8840675099433636,0.46735921715800227,792,2.1683778234086244,0.6361008099185961,-2.224216427073798,-3115.484661716259,-4069.257069622139,3784.7778301957132,14,2,282,36.44589175318897,127.43821399499606,1,0,881.7012777665888,0,0,1,0,0,0,7,0,0,0,1,0,0,1,0,0,0,Atlantic_Basin,Temperate,1144.4928873706858,7877.30332066414,10801.982677093138,11074.542258849213,5954.945138018911,13262.8363240237,141.11819752211338,11946.416490268122,109.33767525956691,-127.43821399499606,1144.4928873706858,-4644.5993524813575,132.547355356188,39,34.31166341861575,1.9971700671418933,-134.584114302088,4.73239063066018,2010,2023,13,170,9.257574351214949,-3.831436848278352
Pacific,North Atlantic,6.011944303645736,-1.4975888025513306,2012-03-06 07:31:39.949974984,44.624775426675214,1,2012,3,6,66,10,1,spring,1.0,6.123233995736766e-17,0.9070138128026359,0.4211008707960896,795,2.1765913757700206,0.10492822254513583,-0.026137855445519977,6333.795827567424,-165.58955104978818,667.2716952431157,10,9,209,6.011944303645736,1.4975888025513306,1,0,5060.190645458859,3,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,Atlantic_Basin,Tropical,13718.419903465601,4827.6993052782655,16347.091221847362,3735.1628778714253,9339.045692175227,688.8524286446593,393.57475264617875,733.9722445582585,18.03583291093721,-1.4975888025513306,13718.419903465601,-9.00342047070211,6.19566352634369,4,8.782194594359337,2.1250221365065487,-5.354410689569486,4.0938777077713215,2010,2017,4,170,9.257574351214949,-3.831436848278352
Pacific,South Atlantic,55.695562937068594,102.8881674676708,2012-03-08 20:54:08.824412200,10.87722479919974,0,2012,3,8,68,10,1,spring,1.0,6.123233995736766e-17,0.9209712877166346,0.38963044953078796,797,2.1820670773442847,0.9720709520035703,1.7957372836541718,-800.8861892963215,3500.1742329953418,5262.7941865961175,17,15,355,55.695562937068594,102.8881674676708,1,1,3553.2730471009236,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Indian_Basin,Temperate,8309.31234027925,9855.894441346274,9179.674061067102,6654.4331909987695,3814.4793627955396,10810.554066628634,171.1137950083053,10197.832062501435,167.0866888112058,102.8881674676708,8309.31234027925,5730.414406675312,116.99560135206981,3,55.21899811510381,0.8647519133723154,98.48617060709398,6.971908085274496,2012,2021,3,170,9.257574351214949,-3.831436848278352
Southern,South Pacific,-39.12828997832304,6.739149521522781,2012-03-11 10:16:37.698849416,20.441184998996174,1,2012,3,11,71,10,1,spring,1.0,6.123233995736766e-17,0.9398560579418954,0.3415707691678556,800,2.190280629705681,-0.6829174907968377,0.117620347934773,4908.059936853679,579.9647035979822,-4020.476290047284,3,10,70,39.12828997832304,6.739149521522781,0,1,10098.039358223179,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,Southern_Basin,Temperate,17045.28714585088,9081.29576885613,12438.045983767517,8396.770394354484,14358.410731876942,4404.6993658501,29.802169704908597,5692.584230787583,-117.38486993496912,6.739149521522781,17045.28714585088,-263.69139668542033,39.70439790377353,15,-37.41838090395761,1.932016222780584,8.144793566427115,4.6188211950243225,2012,2022,7,170,9.257574351214949,-3.831436848278352
Arctic,North Pacific,-5.728307709838395,92.90646051148772,2012-03-13 23:39:06.573286640,4.4726474681840775,0,2012,3,13,73,11,1,spring,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494745,802,2.195756331279945,-0.09997783010405598,1.6215236322995559,-321.4319104075272,6331.031200282728,-635.8981585272995,8,15,175,5.728307709838395,92.90646051148772,0,1,6708.741770677912,4,0,0,0,1,0,6,1,0,0,0,0,0,0,0,1,0,Indian_Basin,Tropical,13708.847658003988,14403.677023887247,6020.002301063869,9305.429384273926,10644.502153603225,10329.111829096635,231.1460383055962,11125.7467796179,-17.184923129515184,92.90646051148772,13708.847658003988,-532.1967940417516,93.08288733162085,4,-5.233802243566592,1.7209219877315518,99.62327034700951,6.791962345248932,2012,2019,3,170,9.257574351214949,-3.831436848278352
Indian,North Atlantic,49.59400954755036,-0.5672429002189504,2012-03-16 13:01:35.447723856,2.9852749778822187,0,2012,3,16,76,11,1,spring,1.0,6.123233995736766e-17,0.9657399376548549,0.2595117970697999,805,2.2039698836413417,0.865578755870257,-0.009900256267382349,4129.476750051918,-40.88421384085675,4851.3288129995135,16,9,329,49.59400954755036,0.5672429002189504,1,0,217.11449697940674,2,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,Atlantic_Basin,Temperate,9794.643714798562,3945.273807945018,15464.990942637916,1966.3277978113863,4492.941144360879,5514.868029074944,54.90077465202152,4366.961724343521,148.78202864265108,-0.5672429002189504,9794.643714798562,-28.13184980923878,49.59725342708369,20,47.40488421799335,1.852525004034924,-6.622790303163535,5.031851334424861,2010,2023,12,170,9.257574351214949,-3.831436848278352
Atlantic,Arctic,-46.9098318565056,-27.47046528012877,2012-03-19 02:24:04.322161072,18.34180946534327,1,2012,3,19,79,12,1,spring,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847,808,2.212183436002738,-0.8187310174529469,-0.4794500661930335,3861.6071870458272,-2007.6961425453794,-4652.610786662089,2,8,48,46.9098318565056,27.47046528012877,0,0,10773.245217229647,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Southern_Basin,Temperate,14376.740999065918,8643.993624716002,12776.19083058499,10145.02505761191,15223.67871020301,5858.897621690134,341.1127479453442,6732.969844556875,-140.72949556951679,-27.47046528012877,14376.740999065918,1288.6349073108156,54.36137220041808,3,-45.42148954334422,1.5222779095193348,-25.843739334752353,4.055462435884862,2012,2017,2,170,9.257574351214949,-3.831436848278352
Pacific,South Pacific,-29.099161160190253,-150.77239666184477,2012-03-21 15:46:33.196598296,17.9938311803911,1,2012,3,21,81,12,1,spring,1.0,6.123233995736766e-17,0.9844738167520922,0.1755314904214282,810,2.217659137577002,-0.507876171813773,-2.631474742872099,-4858.115718271203,-2718.1814685353415,-3098.361207476837,4,1,81,29.099161160190253,150.77239666184477,0,0,5455.206063812302,3,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,Atlantic_Basin,Temperate,7216.5364974447175,13428.582873211137,6392.184101247845,18478.955787302588,13243.222488635834,15532.626178622553,71.20253927610139,15795.905451399454,-87.29748348057076,-150.77239666184477,7216.5364974447175,4387.350268971151,153.55480056117875,4,-30.488075546272476,1.892918061764897,-150.21190544338288,4.075738877114325,2012,2017,3,170,9.257574351214949,-3.831436848278352
Pacific,South Pacific,-16.272067455117732,61.950380618182706,2012-03-24 05:09:02.071035512,16.38234773116406,1,2012,3,24,84,12,1,spring,1.0,6.123233995736766e-17,0.9922222094179323,0.12447926388678915,813,2.2258726899383983,-0.28400115319841907,1.0812381146509684,2875.865108707637,5397.433987559653,-1785.1462759264066,6,13,133,16.272067455117732,61.950380618182706,0,1,8940.42524889269,3,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,Indian_Basin,Tropical,16999.435933031215,12030.649032167612,8949.121002578859,7624.108523179591,11816.914745037413,7023.794469299429,320.67148060860336,8078.006772374477,-48.81620236535319,61.950380618182706,16999.435933031215,-1008.0607722892871,64.0517746670739,6,-17.753143770414606,1.98940411214558,61.356065185505095,5.97890704219212,2012,2023,5,170,9.257574351214949,-3.831436848278352
Pacific,North Atlantic,-52.383184597682394,-102.42648619719314,2012-03-26 18:31:30.945472728,8.377795229437126,0,2012,3,26,86,13,1,spring,1.0,6.123233995736766e-17,0.995918996147179,0.09025161003104117,815,2.2313483915126624,-0.9142590439095389,-1.7876794253895463,-836.8003386182904,-3797.614775488838,-5046.536258690428,1,4,24,52.383184597682394,102.42648619719314,0,0,8073.155121017751,3,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,Atlantic_Basin,Temperate,10377.628752432913,10975.658265762733,9747.652579216468,14885.82788030919,15832.28776675796,10846.768628290536,135.36657340569803,11355.507135401645,-157.14955379304718,-102.42648619719314,10377.628752432913,5365.425534159536,115.04426584275579,6,-50.17524138387017,2.1529543626271126,-104.33751405996175,2.5020891007694783,2012,2020,5,170,9.257574351214949,-3.831436848278352
Atlantic,North Pacific,-3.7001066637169577,73.06763887607167,2012-03-29 07:53:59.819909952,3.3887449218344097,0,2012,3,29,89,13,1,spring,1.0,6.123233995736766e-17,0.9992500112396835,0.03872228089217446,818,2.239561943874059,-0.06457904395684352,1.2752708750456596,1851.6385644419338,6082.107663461671,-411.1471716213307,8,14,174,3.7001066637169577,73.06763887607167,0,1,8174.480493049813,0,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,Indian_Basin,Tropical,15147.470988574247,12428.271129948162,8182.101780685468,7461.488675857895,10418.976487059334,8128.793431649152,137.84916531211485,8923.541137179458,-11.100319991150872,73.06763887607167,15147.470988574247,-270.358057507417,73.16126461623598,5,-5.171355102624678,2.407702188430884,75.95130731569435,3.013814656262911,2010,2019,5,170,9.257574351214949,-3.831436848278352
Indian,Arctic,-19.11803733735363,118.402960311316,2012-03-31 21:16:28.694347168,4.569675928944189,0,2012,3,31,91,13,1,spring,1.0,6.123233995736766e-17,0.9999907397361901,0.004303538296244289,820,2.245037645448323,-0.3336726980560308,2.066521501540634,-2863.347221525558,5294.995991769548,-2086.6003776780763,6,16,136,19.11803733735363,118.402960311316,0,1,3631.5680575327333,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Indian_Basin,Tropical,12241.102824640246,17524.765083801052,3013.741645242159,12420.114102391566,12133.372157325259,12977.271678889194,220.97701690104097,14018.863699218145,-57.354112012060895,118.402960311316,12241.102824640246,-2263.632216084939,119.93648469967559,2,-19.881906923592574,1.0802747287434344,119.07875056113326,0.955711736611098,2012,2020,2,170,9.257574351214949,-3.831436848278352
Indian,Antarctic,-9.414008750046072,20.751261603537085,2012-04-03 10:38:57.568784384,23.4547181225561,1,2012,4,3,94,14,2,spring,0.8660254037844387,-0.49999999999999983,0.9988797155850336,-0.04732138832243185,823,2.2532511978097194,-0.16430544849985984,0.3621778389244003,5877.459644999734,2226.91825892516,-1042.0864596881295,7,11,151,9.414008750046072,20.751261603537085,0,1,7057.584458950684,2,0,0,1,0,0,4,0,0,0,0,1,0,0,1,0,0,Indian_Basin,Tropical,16563.024367014925,7826.717291618649,13374.578258600817,5085.646891346783,11054.333410402893,2524.203927848289,640.9960681500348,3728.552304210637,-37.65603500018429,41.50252320707417,33126.04873402985,-195.35255831019322,22.786803612713577,2,-9.937964833961242,0.7409857999607308,26.561802891055244,8.21734629353701,2012,2021,2,163,9.344456984175995,-6.848691572181268
Pacific,Antarctic,-15.354023557465895,-35.675019871514614,2012-04-06 00:01:26.443221608,4.092422943889091,0,2012,4,6,97,14,2,spring,0.8660254037844387,-0.49999999999999983,0.9951053111006976,-0.09882013873287143,826,2.2614647501711156,-0.26797826450655265,-0.6226465574723344,4990.684966881636,-3582.8726123608967,-1686.928689937975,6,8,128,15.354023557465895,35.675019871514614,0,0,7379.7295865383085,3,1,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,Atlantic_Basin,Tropical,12267.376668644583,5064.397875199614,16294.724319741357,7805.7695134197675,11714.832921181533,4273.467680842459,280.90252203778294,4337.054692600921,-61.41609422986358,-71.35003974302923,24534.753337289167,547.7550955202993,38.83880897036082,5,-16.967555272484653,2.3417175585379866,-27.268195250391464,7.123316416609168,2012,2023,5,163,9.344456984175995,-6.848691572181268
Southern,South Indian,2.7299929706674444,158.51381516613517,2012-04-08 13:23:55.317658824,8.901792628261035,0,2012,4,8,99,14,2,spring,0.8660254037844387,-0.49999999999999983,0.9911140639934547,-0.1330147065341959,828,2.2669404517453797,0.04764736589444788,2.7665879845467813,-5921.525064819423,2330.9015672472915,303.4465200318772,9,18,198,2.7299929706674444,158.51381516613517,1,1,4144.560123966193,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,Pacific_Basin,Tropical,7260.696760576564,15877.892710612317,2627.7090503966006,14282.04794262908,9703.982029896759,17607.629920399162,553.9202210693993,17772.325992612063,10.919971882669778,317.02763033227035,14521.393521153128,432.7416011572276,158.5373219785914,3,1.927983707663695,1.6253496044638676,152.10951049669112,7.222168427657755,2012,2022,3,163,9.344456984175995,-6.848691572181268
Indian,North Pacific,10.983197131697532,16.93013271280119,2012-04-11 02:46:24.192096040,3.4181684186201515,0,2012,4,11,102,15,2,spring,0.8660254037844387,-0.49999999999999983,0.9829265519799822,-0.18399835165768005,831,2.2751540041067764,0.1916929523437192,0.2954865586379803,5983.245076829849,1821.2865386188244,1213.8099912413154,10,10,210,10.983197131697532,16.93013271280119,1,1,4756.234741119065,2,0,0,1,0,0,6,1,0,0,0,0,0,0,1,0,0,Atlantic_Basin,Tropical,14354.312393000611,6227.158408349873,14598.825436525462,2788.52232035434,8786.26759862845,2234.2159409524284,638.6403631121904,2535.5591760103534,43.93278852679013,33.86026542560238,28708.624786001223,185.94698505049658,20.180684153585823,1,10.983197131697532,0.0,16.93013271280119,0.0,2012,2012,1,163,9.344456984175995,-6.848691572181268
Atlantic,North Indian,34.473225306483194,-147.90738866204558,2012-04-13 16:08:53.066533264,6.103241281511648,0,2012,4,13,104,15,2,spring,0.8660254037844387,-0.49999999999999983,0.9760105506323683,-0.21772323039653177,833,2.2806297056810405,0.6016712853799631,-2.5814709201796258,-4449.608287274251,-2790.4344807942357,3606.1201447282533,14,1,281,34.473225306483194,147.90738866204558,1,0,2721.5546197147196,0,0,1,0,0,0,7,0,0,0,1,0,0,1,0,0,0,Atlantic_Basin,Temperate,724.737913493375,9602.791034604938,9014.161386549018,11980.749180559307,6174.295638854542,14933.484941281957,69.75771681713711,13573.94894454558,137.89290122593277,-295.81477732409115,1449.47582698675,-5098.844733840275,151.87165266716815,13,33.5917205709173,1.2588755920187433,-148.1502546398282,3.286233239851527,2012,2023,10,163,9.344456984175995,-6.848691572181268
